vjdbv1.0_field_index,vjdbv1.0_field_id,vjdbv1.0_name,vjdbv1.0_description,vjdbv1.0_fields_type,vjdbv1.0_privacy,vjdbv0.2__field_id,vjdbv0.1_field_id,ena_field_id,rki_field_id,migs-vi_field_id,migs-uvig_field_id,env-o_field_id,ncbi_virus_n_nucleotide_field_id,bv-brc_b_field_name,ena_erc32_field_name,ena_erc33_field_name,img/vr_field_name,phd_field_name,phispy_field_name,gtdb_field_name,ena_submission_object_object_name,vjbd_submission_object_object_name,vjdbv1.0_group1,vjdbv1.0_group2,vjdbv1.0_group3,vjdbv1.0_tags,vjdbv1.0_input_source,vjdbv1.0_notes,vjdbv1.0_changes,vjdbv0.2_previous_changes,ncbi_virus_n_field_name,ncbi_virus_n_field_description,ncbi_virus_n_type,ncbi_virus_n_curation_notes,bv-brc_b_category,bv-brc_b_schema_category,bv-brc_b_field_id,bv-brc_b_field_type,bv-brc_b_type,bv-brc_b_curation_notes,ena_erc32_field_description,ena_erc32_controlled_vocabulary,ena_erc32_field_type,ena_erc33_field_description,ena_erc33_controlled_vocabulary,ena_erc33_field_type,ena_submission_requiredness,vjdb_submission_requiredness,vjdb_example,vjdb_validation_rules,ena_submission_fieldtype,ena_submission_validation,ictv40_i_field_name,vjdbv1.0_index,vjdbv1.0_search_method,vjdbv1.0_default_search
0dm,submitter_region,Submitter Region,Region or location of the organization of the submitters.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Submission,N/A,"['Sample', 'Submission']",NCBI Virus,not sure,split organization to submitter_region,N/A,N/A,N/A,N/A,may need to split Organization to submitter_region,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,combo,controlled_vocabulary,N/A,metadata,exact fuzzy,N/A
0dn,virjendb_accession,VirJenDB Accession,"Unique identifier of the virus sequence, assigned by VirJenDB.",keyword,public,virjen_id,"vj_id, sample id",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Organizational,Source,Identifiers,"['Organizational', 'Source', 'Identifiers']",VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10580360,Whole number value,text,unique,N/A,metadata | sequence,exact,default search
0do,virjendb_metadata_version,VirJenDB Metadata Version,"Version of the virus sequence record, including metadata, assigned by VirJenDB.",keyword,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Organizational,Source,N/A,"['Organizational', 'Source']",VJDB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,text,freetext,N/A,metadata,exact,N/A
0er,strain,Strain,Name of the virus strain associated with the sample from which the virus sequence was obtained.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Strain,strain,strain,N/A,N/A,N/A,N/A,ENA Sample,VJDB Sample,Sample,Virus Info,N/A,"['BV-BRC', 'ENA ERC32', 'ENA ERC33', 'Sample', 'ENA Sample', 'VJDB Sample', 'Virus Info']",BVBRC,not sure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,strain,N/A,N/A,N/A,(Optional) Name of the strain from which the sample was obtained.,N/A,N/A,(Optional) Name of the strain from which the sample was obtained.,N/A,TEXT_FIELD,optional,optional,N/A,Free text,text,freetext,N/A,metadata,no ,N/A
0fi,ictv_realm,ICTV Realm,A 'Realm' is the highest taxonomic rank into which a virus sequence can be classified. Defined by the ICTV.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ictv_realm,ictv_realm,ictv_realm,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,ICTV Taxonomy,"['IMG/VR', 'PHD', 'PhiSpy', 'Taxonomy', 'Virus Taxonomy', 'ICTV Taxonomy']",ICTV,no example needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Realm,taxonomy,exact ,N/A
0fk,ictv_kingdom,ICTV Kingdom,A 'Kingdom' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the ICTV.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ictv_kingdom,ictv_kingdom,ictv_kingdom,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,ICTV Taxonomy,"['IMG/VR', 'PHD', 'PhiSpy', 'Taxonomy', 'Virus Taxonomy', 'ICTV Taxonomy']",ICTV,no example needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kingdom,taxonomy,exact ,N/A
0fm,ictv_phylum,ICTV Phylum,A 'Phylum' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the ICTV.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ictv_phylum,ictv_phylum,ictv_phylum,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,ICTV Taxonomy,"['IMG/VR', 'PHD', 'PhiSpy', 'Taxonomy', 'Virus Taxonomy', 'ICTV Taxonomy']",ICTV,no example needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Phylum,taxonomy,exact ,N/A
0fn,ictv_subphylum,ICTV Subphylum,A 'Subphylum' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the ICTV.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ictv_subphylum,N/A,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,ICTV Taxonomy,"['PHD', 'Taxonomy', 'Virus Taxonomy', 'ICTV Taxonomy']",ICTV,no example needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Subphylum,taxonomy,exact ,N/A
0fo,ictv_class,ICTV Class,A 'Class' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the ICTV.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ictv_class,ictv_class,ictv_class,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,ICTV Taxonomy,"['IMG/VR', 'PHD', 'PhiSpy', 'Taxonomy', 'Virus Taxonomy', 'ICTV Taxonomy']",ICTV,no example needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Class,taxonomy,exact ,N/A
0fq,ictv_order,ICTV Order,A 'Order' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the ICTV.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ictv_order,ictv_order,ictv_order,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,ICTV Taxonomy,"['IMG/VR', 'PHD', 'PhiSpy', 'Taxonomy', 'Virus Taxonomy', 'ICTV Taxonomy']",ICTV,no example needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Order,taxonomy,exact ,N/A
0fr,ictv_suborder,ICTV Suborder,A 'suborder' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the ICTV.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ictv_suborder,N/A,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,ICTV Taxonomy,"['PHD', 'Taxonomy', 'Virus Taxonomy', 'ICTV Taxonomy']",ICTV,no example needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Suborder,taxonomy,exact ,N/A
0fs,ictv_family,ICTV Family,A 'Family' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the ICTV.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ictv_family,ictv_family,ictv_family,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,ICTV Taxonomy,"['IMG/VR', 'PHD', 'PhiSpy', 'Taxonomy', 'Virus Taxonomy', 'ICTV Taxonomy']",ICTV,no example needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Family,taxonomy,exact ,N/A
0ft,ictv_subfamily,ICTV Subfamily,A 'Subfamily' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the ICTV.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ictv_subfamily,N/A,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,ICTV Taxonomy,"['PHD', 'Taxonomy', 'Virus Taxonomy', 'ICTV Taxonomy']",ICTV,no example needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Subfamily,taxonomy,exact ,N/A
0fu,ictv_genus,ICTV Genus,A 'Genus' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the ICTV.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ictv_genus,ictv_genus,ictv_genus,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,ICTV Taxonomy,"['IMG/VR', 'PHD', 'PhiSpy', 'Taxonomy', 'Virus Taxonomy', 'ICTV Taxonomy']",ICTV,no example needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genus,taxonomy,exact ,N/A
0fv,ictv_subgenus,ICTV Subgenus,A 'Subgenus' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the ICTV.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ictv_subgenus,N/A,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,ICTV Taxonomy,"['PHD', 'Taxonomy', 'Virus Taxonomy', 'ICTV Taxonomy']",ICTV,no example needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Subgenus,taxonomy,exact ,N/A
0fw,ictv_species,ICTV Species,"A Species is the lowest taxonomic rank in the hierarchy approved by the ICTV. While subspecies levels of classification may exist for some viruses (e.g. Hepatitis C virus), the ICTV does not classify viruses below the species level. Defined by the ICTV.",text,public,sample_ictv_scientific_name,tree_rank_name,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ictv_species,ictv_species,ictv_species,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,ICTV Taxonomy,"['IMG/VR', 'PHD', 'PhiSpy', 'Taxonomy', 'Virus Taxonomy', 'ICTV Taxonomy']",ICTV,Taxonomy Descision; no example needed,tbd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,suggestion,freetext,Species,taxonomy,exact ,default search
0fx,ncbi_realm,NCBI Realm,A 'Realm' is the highest taxonomic rank into which virus species can be classified. Defined by the NCBI.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ncbi_realm,N/A,N/A,N/A,N/A,Sample,Virus Taxonomy,NCBI Taxonomy,"['PHD', 'Sample', 'Virus Taxonomy', 'NCBI Taxonomy']",NCBI Taxonomy,no example needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,exact ,N/A
0fz,ncbi_kingdom,NCBI Kingdom,A 'Kingdom' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the NCBI.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kingdom,N/A,N/A,N/A,ncbi_kingdom,N/A,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,NCBI Taxonomy,"['BV-BRC', 'PHD', 'Taxonomy', 'Virus Taxonomy', 'NCBI Taxonomy']",BVBRC,no example needed,N/A,N/A,N/A,N/A,N/A,Taxonomy Info,Taxonomy,kingdom,string_ci,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,exact ,N/A
0gb,ncbi_phylum,NCBI Phylum,A 'Phylum' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the NCBI.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Phylum,N/A,N/A,N/A,ncbi_phylum,N/A,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,NCBI Taxonomy,"['BV-BRC', 'PHD', 'Taxonomy', 'Virus Taxonomy', 'NCBI Taxonomy']",BVBRC,no example needed,N/A,N/A,N/A,N/A,N/A,Taxonomy Info,Taxonomy,phylum,string_ci,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,exact ,N/A
0gc,ncbi_subphylum,NCBI Subphylum,A 'Subphylum' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the NCBI.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ncbi_subphylum,N/A,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,NCBI Taxonomy,"['PHD', 'Taxonomy', 'Virus Taxonomy', 'NCBI Taxonomy']",NCBI Taxonomy,no example needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,exact ,N/A
0gd,ncbi_class,NCBI Class,A 'Class' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the NCBI.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Class,N/A,N/A,N/A,ncbi_class,N/A,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,NCBI Taxonomy,"['BV-BRC', 'PHD', 'Taxonomy', 'Virus Taxonomy', 'NCBI Taxonomy']",BVBRC,no example needed,N/A,N/A,N/A,N/A,N/A,Taxonomy Info,Taxonomy,class,string_ci,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,exact ,N/A
0gf,ncbi_order,NCBI Order,A 'Order' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the NCBI.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Order,N/A,N/A,N/A,ncbi_order,N/A,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,NCBI Taxonomy,"['BV-BRC', 'PHD', 'Taxonomy', 'Virus Taxonomy', 'NCBI Taxonomy']",BVBRC,no example needed,N/A,N/A,N/A,N/A,N/A,Taxonomy Info,Taxonomy,order,string_ci,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,exact ,N/A
0gg,ncbi_suborder,NCBI Suborder,A 'suborder' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the NCBI.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ncbi_suborder,N/A,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,NCBI Taxonomy,"['PHD', 'Taxonomy', 'Virus Taxonomy', 'NCBI Taxonomy']",NCBI Taxonomy,no example needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,exact ,N/A
0gh,ncbi_family,NCBI Family,A 'Family' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the NCBI.,text,public,sample_family,N/A,N/A,N/A,N/A,N/A,N/A,Family,Family,N/A,N/A,N/A,ncbi_family,N/A,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,NCBI Taxonomy,"['NCBI Virus', 'BV-BRC', 'PHD', 'Taxonomy', 'Virus Taxonomy', 'NCBI Taxonomy']",NCBI Virus|BVBRC,Taxonomy Descision; no example needed,N/A,N/A,Family,"Family name, as identified by NCBI Taxonomy.",N/A,N/A,Taxonomy Info,Taxonomy,family,string_ci,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,text,freetext,N/A,metadata,exact ,default search
0gi,ncbi_subfamily,NCBI Subfamily,A 'Subfamily' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the NCBI.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ncbi_subfamily,N/A,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,NCBI Taxonomy,"['PHD', 'Taxonomy', 'Virus Taxonomy', 'NCBI Taxonomy']",NCBI Taxonomy,no example needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,exact ,N/A
0gj,ncbi_genus,NCBI Genus,A 'Genus' is a rank in the taxonomic hierarchy into which virus a sequence can be classified. Defined by the NCBI.,text,public,sample_genus,N/A,N/A,N/A,N/A,N/A,N/A,Genus,Genus,N/A,N/A,N/A,ncbi_genus,N/A,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,NCBI Taxonomy,"['NCBI Virus', 'BV-BRC', 'PHD', 'Taxonomy', 'Virus Taxonomy', 'NCBI Taxonomy']",NCBI Virus|BVBRC,Taxonomy Descision; no example needed,N/A,N/A,Genus,"Genus name, as identified by NCBI Taxonomy.",N/A,N/A,Taxonomy Info,Taxonomy,genus,string_ci,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,text,freetext,N/A,metadata,exact ,default search
0gk,ncbi_subgenus,NCBI Subgenus,A 'Subgenus' is a rank in the taxonomic hierarchy into which a virus sequence can be classified. Defined by the NCBI.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ncbi_subgenus,N/A,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,NCBI Taxonomy,"['PHD', 'Taxonomy', 'Virus Taxonomy', 'NCBI Taxonomy']",NCBI ,no example needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,exact ,N/A
0gl,ncbi_species,NCBI Species,"A Species is the lowest taxonomic rank in the hierarchy approved by the NCBI. While subspecies levels of classification may exist for some viruses (e.g. Hepatitis C virus), the NCBI does not classify viruses below the species level. Defined by the NCBI.",text,public,sample_NCBI_scientific_name [sample_species_name_scientific],NCBI_lineage?,scientific name,N/A,N/A,N/A,N/A,Species,Species,N/A,N/A,N/A,ncbi_species,N/A,N/A,N/A,N/A,Taxonomy,Virus Taxonomy,NCBI Taxonomy,"['ENA', 'NCBI Virus', 'BV-BRC', 'PHD', 'Taxonomy', 'Virus Taxonomy', 'NCBI Taxonomy']",NCBI Virus|BVBRC,"NCBI Virus has only the virus species in this field, Taxonomy Descision; no example needed",N/A,"Not in VJDB, Completly new due to byCovid",Species,"Species name, as defined by NCBI Taxonomy.",N/A,N/A,Taxonomy Info,Taxonomy,species,string_ci,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mandatory,mandatory,N/A,N/A,suggestion,unique,N/A,metadata,exact ,default search
0gm,genotype,Genotype,"The genotype or subtype of a virus sequence, as provided by the sequence submitter. This field comes from the ""/serotype"" field of the GenBank record and is shown as submitted. Consistency and accuracy may vary.",text,public,sample_variant,variant,N/A,N/A,subspecf_gen_lin; broad field,N/A,N/A,Genotype,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sample,Virus Info,N/A,"['MIGS-VI', 'NCBI Virus', 'Sample', 'Virus Info']",NCBI Virus,"Is sample needed at all? Do we relate everything to the sequence/the virus  -> Variant, Taxonomy Decision: Variant or NCBI/ICTV Variant; no example needed",N/A,N/A,Genotype,"In the NCBI Virus database, the term ""Genotype"" refers to the genotype or subtype of a viral sequence, as provided by the sequence submitter. This information is displayed in the Genotype column of the Results Table and can also be used as a filter to refine search results.

The genotype information is parsed from the ""/serotype"" field of the GenBank record and is shown exactly as it was submitted by the sequence submitter. The presence, accuracy, and consistency of genotype data may vary between records, as it is not a mandatory field in the GenBank submission process.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,text,freetext,N/A,metadata,exact,N/A
0gn,isolate,Isolate,Name of the virus isolate associated with the sample from which the virus sequence was obtained.,text,public,sample_isolate,N/A,isolate,N/A,N/A,N/A,N/A,Isolate,N/A,isolate,isolate,N/A,N/A,N/A,N/A,ENA Sample,VJDB Sample,Sample,Virus Info,N/A,"['ENA', 'NCBI Virus', 'ENA ERC32', 'ENA ERC33', 'Sample', 'ENA Sample', 'VJDB Sample', 'Virus Info']",NCBI Virus,Taxonomy Descision; not sure,N/A,"Not in VJDB, Completly new due to byCovid",Isolate,"Isolate or strain name from the ""/isolate"" field of GenBank record. For more information, see Glossary: Isolate.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,(Mandatory) Individual isolate from which the sample was obtained,N/A,TEXT_FIELD,mandatory,mandatory,N/A,Free text,text,freetext,N/A,metadata,exact,default search
0gr,host_age,Host Age,"Host age number only from ""BVBRC Host Age"". Caution: not yet standardized by unit!",integer,public,host_age,host_age,host age,N/A,N/A,N/A,N/A,N/A,Host Age,host age,host age,N/A,N/A,N/A,N/A,ENA Sample,VJDB Sample,Host,Clinical,N/A,"['ENA', 'BV-BRC', 'ENA ERC32', 'ENA ERC33', 'Host', 'ENA Sample', 'VJDB Sample', 'Clinical']",BVBRC,"Seperation of values good for submission, display should be in one, needs curation from ENA values, seperate Fields for submission?; ",N/A,N/A,N/A,N/A,N/A,N/A,Host Info,N/A,host_age,string_ci,N/A,N/A,"(Recommended) Age of host at the time of sampling; relevant scale depends on species and study, e.g. could be seconds for amoebae or centuries for trees (Units: years)",N/A,N/A,"(Recommended) Age of host at the time of sampling; relevant scale depends on species and study, e.g. could be seconds for amoebae or centuries for trees Units: 
",N/A,TEXT_FIELD,recommended,recommended,37 years,Free text,text,unique,N/A,metadata,range,N/A
0gt,ncbi_lineage_ids,NCBI Lineage IDs,"NCBI TaxIDs assigned to the virus sequence, from BVBRC.",integer,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Taxon Lineage IDs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Taxonomy,Identifiers,NCBI Taxonomy,"['BV-BRC', 'Taxonomy', 'Identifiers', 'NCBI Taxonomy']",BVBRC,no example needed,add|we will add NCBI Tax Names from the NCBI Taxonomy DB later,N/A,N/A,N/A,N/A,N/A,Taxonomy Info,Taxonomy,taxon_lineage_ids,string,N/A,add; we will add NCBI Tax Names from the NCBI Taxonomy DB later,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,text,freetext,N/A,metadata,exact,N/A
0gu,ncbi_lineage_names,NCBI Lineage Names,Aggregation of the NCBI Taxonomy Names associated with the virus sequence.,integer,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Taxon Lineage Names,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Taxonomy,Virus Info,NCBI Taxonomy,"['BV-BRC', 'Taxonomy', 'Virus Info', 'NCBI Taxonomy']",BVBRC,no example needed,N/A,N/A,N/A,N/A,N/A,Taxonomy Info,Taxonomy,taxon_lineage_names,string,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,exact,N/A
0gv,ictv_lineage_names,ICTV Lineage Names,Aggregation of the ICTV Taxonomy Names associated with the virus sequence.,integer,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Taxonomy,Virus Info,ICTV Taxonomy,"['Taxonomy', 'Virus Info', 'ICTV Taxonomy']",VJDB,no example needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,exact,N/A
0gw,ictv_exemplar,ICTV Exemplar,Flag indicating yes if the sequence is an exemplar of the species in the ICTV Taxonomy.,keyword,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Source,Flags,N/A,"['Source', 'Flags']",ICTV,no example needed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,exact,N/A
0gy,ictv_host_group,ICTV Host Group,The ICTV Host source field content to be combined with other host group data from the other sources.,text,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Host,Host Info,N/A,"['Host', 'Host Info']",ICTV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Host source,metadata,exact fuzzy,default search
0hb,bv_brc_host_age,BV-BRC Host Age,Host Age and Unit from BV-BRC.,integer,public,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Host Age,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Host,Clinical,N/A,"['BV-BRC', 'Host', 'Clinical']",BVBRC,"Seperation of values good for submission, display should be in one, needs curation from ENA values, seperate Fields for submission?",N/A,N/A,N/A,N/A,N/A,N/A,Host Info,N/A,host_age,string_ci,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,metadata,range,N/A
